FName,LName,City,State,HS,Age,Body,Height,Weight,Team,Class,#,RedShirted,Scholarship,Position,Inside,PInside,Jumpshot,PJumpshot,Ft,PFt,3p,P3p,3pUsage,Handling,PHandling,Passing,PPassing,ORb,PORb,DRb,PDRb,PostD,PPostD,PerD,PPerD,Stealing,PStealing,Blocking,PBlocking,Fouling,Quickness,Jumping,Strength,Stamina,Intelligence,OverallPot,Games,Minutes,FGM,FGA,FTM,FTA,3PM,3PA,OReb,DReb,Ast,Stl,Blk,TO,PF,Prestige
Kevin,SAMUEL,Codrington Village,Barbuda,Redemption Christian HS,22,5,83,250,Texas Christian,2,21,0,-1,1,59,59,43,43,7,7,0,0,0,48,48,12,12,74,74,65,65,59,59,40,40,40,40,66,66,60,37,43,71,96,46,4,12,321,62,89,12,34,0,0,37,65,5,15,32,19,20,0
RJ,NEMBHARD,Keller,TX,Keller Central HS,20,3,76,195,Texas Christian,2,22,0,-1,4,51,51,52,52,72,72,44,44,51,48,48,37,37,13,13,42,42,30,30,55,55,48,48,8,8,91,60,57,46,100,63,5,11,342,47,131,25,31,13,52,4,40,44,16,1,21,6,0
Anthony,EDWARDS,Atlanta,GA,Holy Spirit Prep School,18,3,77,225,Georgia,1,5,0,-1,4,56,56,64,65,67,67,65,69,63,41,41,42,42,22,22,64,64,54,54,62,70,56,65,34,38,60,74,86,59,100,49,6,32,1057,203,505,132,171,72,245,24,143,91,43,18,87,70,5
Christian,BROWN,Hopkins,SC,Oak Hill Academy,19,3,78,215,Georgia,1,3,0,-1,3,45,45,39,39,34,34,20,20,24,31,31,9,9,46,46,48,48,34,34,33,33,43,43,37,37,29,52,64,53,44,26,6,12,133,19,32,14,26,3,6,10,19,2,6,4,22,25,0
Jaykwon,WALTON,Columbus,GA,Carver-Montgomery HS,18,3,79,205,Georgia,1,1,0,-1,4,66,66,30,30,0,0,16,16,29,49,49,5,5,15,15,26,26,29,29,41,41,39,39,12,12,80,62,58,42,50,53,6,5,31,5,9,2,2,1,3,0,2,1,0,0,1,3,0
Sahvir,WHEELER,Houston,TX,Houston Christian HS,18,3,70,180,Georgia,1,15,0,-1,5,66,66,58,58,40,40,24,24,24,51,51,51,51,16,16,39,39,21,21,50,50,54,54,3,3,37,76,48,39,100,45,6,12,318,42,76,14,24,4,15,5,27,63,12,0,33,34,0
Toumani,CAMARA,Brussels,Belgium,Chaminade-Madonna Prep School,19,3,80,220,Georgia,1,10,0,-1,3,51,51,51,51,44,44,6,6,13,45,45,19,19,64,64,61,61,50,50,51,51,57,57,49,49,45,53,64,61,78,40,5,12,234,27,51,14,23,1,8,19,33,11,11,7,15,22,0
Rayshaun,HAMMONDS,Norcross,GA,Norcross HS,21,4,80,235,Georgia,3,20,0,-1,2,67,67,58,58,51,51,42,42,41,41,41,25,25,75,75,80,80,52,52,36,36,44,44,39,39,29,46,50,74,81,33,5,12,301,67,136,23,35,11,35,33,73,19,13,6,25,34,0
Jazz,JOHNSON,Lake Oswego,OR,Lake Oswego HS,23,3,70,195,Nevada,4,22,-1,-1,5,38,38,74,74,83,83,83,83,85,60,60,28,28,16,16,32,32,22,22,39,39,36,36,2,2,68,80,47,38,95,57,3,13,421,71,166,36,41,42,94,8,35,24,10,0,27,24,0
Lindsay,DREW,Encino,CA,Fairfax HS,22,3,76,180,Nevada,4,14,0,-1,5,39,39,71,71,58,58,73,73,70,57,57,43,43,18,18,62,62,43,43,51,51,45,45,32,32,54,72,58,50,91,53,4,13,403,64,122,19,27,22,52,9,70,52,16,9,33,31,0
Jalen,HARRIS,Duncanville,TX,Duncanville HS,21,3,77,195,Nevada,3,2,-1,-1,4,53,53,60,60,81,81,52,52,51,46,46,38,38,22,22,66,66,38,38,46,46,41,41,12,12,63,67,66,57,98,51,5,12,365,69,173,51,59,17,57,10,73,48,12,2,25,24,0
Tyler,BEY,Las Vegas,NV,Middlebrooks Academy,21,3,79,218,Colorado,3,1,0,-1,4,54,54,61,61,68,68,39,39,28,38,38,27,27,69,69,97,97,71,71,73,73,69,69,61,61,63,65,92,73,88,46,6,13,355,47,92,62,80,6,13,32,91,24,25,18,38,23,5
McKinley,WRIGHT IV,North Robbinsdale,MN,Champlin Park HS,21,3,72,195,Colorado,3,25,0,-1,5,57,57,54,54,64,64,44,44,43,56,56,42,42,26,26,44,44,32,32,52,52,45,45,14,14,73,70,54,43,100,60,5,13,435,59,139,36,48,12,37,15,52,55,17,4,37,22,0
Jalyn,MCCREARY,Marietta,GA,Legacy Early College,18,3,79,225,South Carolina,1,4,0,-1,2,62,62,21,21,0,0,0,0,2,41,41,6,6,63,63,58,58,46,46,21,21,43,43,59,59,39,42,56,63,40,33,5,10,100,13,27,3,16,0,1,9,13,1,3,6,9,25,0
Trae,HANNIBAL,Hartville,SC,Hartsville HS,18,4,74,217,South Carolina,1,12,0,-1,5,65,65,35,35,0,0,0,0,10,50,50,24,24,26,26,43,43,31,31,61,61,71,71,14,14,34,68,53,45,50,38,5,10,108,13,31,4,9,0,5,4,13,10,13,1,12,16,0
A.J.,LAWSON,Toronto,Canada,GTA Prep,19,2,78,172,South Carolina,2,0,0,-1,4,47,47,69,69,69,69,71,71,64,41,41,31,31,15,15,45,45,31,31,67,67,60,60,14,14,63,74,72,45,97,48,6,13,353,66,149,46,59,23,68,4,36,31,17,2,30,23,0
Charles,BASSEY,Lagos,Nigeria,Aspire Academy,19,4,83,245,Western Kentucky,2,23,0,-1,1,62,62,59,59,70,70,13,13,15,44,44,18,18,72,72,76,76,55,55,21,21,36,36,61,61,41,41,49,75,100,38,6,10,281,57,107,37,47,2,12,28,64,13,8,16,23,27,0
Taveion,HOLLINGSWORTH,Lexington,KY,Paul Laurence Dunbar HS,21,2,74,165,Western Kentucky,3,11,0,-1,5,62,62,59,59,71,71,22,22,26,51,51,33,33,20,20,39,39,22,22,49,49,43,43,3,3,66,74,50,38,99,53,5,13,399,59,121,39,49,6,25,11,43,36,14,0,39,24,0
Al-Amir,DAWES,Newark,NJ,The Patrick School,19,2,74,175,Clemson,1,2,0,-1,5,41,41,58,58,57,57,58,58,69,52,52,34,34,11,11,39,39,27,27,49,49,45,45,3,3,76,71,46,39,100,58,5,12,380,37,103,14,20,18,65,3,33,37,9,0,38,17,0
Chase,HUNTER,Atlanta,GA,Westlake HS,18,3,75,180,Clemson,1,3,0,-1,4,55,55,44,44,48,48,38,38,46,45,45,22,22,15,15,31,31,24,24,58,58,53,53,10,10,63,64,60,40,95,48,5,6,143,14,37,7,11,5,16,1,8,13,6,0,10,11,0
Aamir,SIMMS,Palmyra,VA,Blue Ridge HS,20,4,79,248,Clemson,3,25,0,-1,2,53,53,55,55,62,62,49,49,48,49,49,25,25,59,59,65,65,47,47,36,36,43,43,36,36,46,42,52,68,94,43,5,12,351,51,118,36,49,13,36,28,64,22,14,6,17,30,0
Yoeli,CHILDS,South Jordan,UT,Bingham HS,21,3,80,225,Brigham Young,4,23,0,-1,2,73,73,63,63,40,40,59,59,43,39,39,18,18,46,46,78,78,55,55,26,26,36,36,51,51,52,47,56,72,82,40,4,6,167,51,82,18,31,7,11,9,50,11,5,8,17,14,0
Jake,TOOLSON,Gilbert,AZ,Highland HS,23,3,77,205,Brigham Young,4,5,-1,-1,4,44,44,70,70,80,80,78,78,76,48,48,41,41,14,14,49,49,38,38,37,37,36,36,20,20,78,60,56,50,100,59,4,15,510,80,172,24,28,36,82,8,68,63,12,6,33,22,0
Xaiver,SNEED,St. Louis,MO,Hazelwood Central HS,22,3,77,220,Kansas State,4,20,0,-1,3,44,44,63,63,54,54,72,72,66,49,49,24,24,25,25,64,64,48,48,67,67,65,65,28,28,54,61,65,63,93,46,6,12,380,57,138,36,53,23,67,7,55,21,23,5,17,29,0
Dajuan,GORDON,Chicago,IL,Curie HS,18,2,76,170,Kansas State,1,3,0,-1,4,53,53,51,51,0,0,52,52,52,42,42,15,15,51,51,37,37,31,31,67,67,62,62,27,27,46,65,62,41,85,38,5,12,254,30,69,6,8,10,29,18,19,7,14,4,20,25,0
Montavious,MURPHY,Spring,TX,Concordia Lutheran HS,18,2,81,215,Kansas State,1,23,0,-1,3,50,50,10,10,0,0,8,8,34,47,47,14,14,42,42,47,47,41,41,42,42,42,42,24,24,80,48,57,54,98,54,5,5,122,7,19,4,10,1,9,6,12,5,2,1,6,3,0
Lamar,STEVENS,North Wales,PA,Roman Catholic HS,22,3,80,230,Penn State,4,11,0,-1,3,57,57,56,56,57,57,41,41,35,41,41,32,32,52,52,79,79,65,65,60,60,60,60,59,59,44,64,83,70,85,40,6,13,377,78,170,47,67,10,40,22,72,35,19,17,32,35,0
Mike,WATKINS,Philadelphia,PA,The Phelps School,24,5,81,254,Penn State,4,24,0,-1,2,69,69,45,45,31,31,0,0,1,43,43,15,15,73,73,78,78,68,68,41,41,41,41,78,78,48,41,61,78,69,39,3,13,303,62,100,21,39,0,2,36,86,8,14,46,21,25,0
Myreon,JONES,Birmingham,AL,Lincoln Academy,19,2,75,170,Penn State,2,0,0,-1,5,39,39,71,71,82,82,75,75,76,64,64,36,36,13,13,34,34,21,21,56,56,49,49,6,6,68,77,46,36,100,60,5,13,381,65,143,27,31,31,74,5,34,42,18,1,21,22,0
Nick,MUSZYNSKI,Pickerington,OH,St. Charles Prep,21,3,83,235,Belmont,2,33,0,-1,1,63,63,54,54,32,32,29,29,31,43,43,18,18,36,36,54,54,43,43,16,16,25,25,52,52,44,39,36,63,90,38,5,13,326,88,148,13,23,9,23,14,59,13,7,21,28,29,0
Adam,KUNKEL,Hebron,KY,Cooper HS,19,1,75,165,Belmont,2,5,0,-1,4,53,53,74,74,77,77,81,81,81,46,46,26,26,18,18,29,29,21,21,45,45,41,41,12,12,49,74,60,36,100,43,5,13,365,82,175,31,37,40,93,7,25,23,12,2,21,32,0
Scottie,JAMES,Tarpon Springs,FL,Tarpon Springs HS,23,3,80,235,Liberty,4,31,-1,-1,3,63,63,51,51,49,49,5,5,6,43,43,24,24,83,83,81,81,49,49,30,30,39,39,28,28,32,57,61,72,60,35,4,15,305,63,112,29,45,1,5,38,73,17,9,5,21,34,0
Caleb,HOMESLEY,Indian Trail,NC,Porter Ridge HS,23,2,78,205,Liberty,4,1,0,-1,4,55,55,50,50,46,46,44,44,54,47,47,32,32,15,15,53,53,46,46,46,46,41,41,36,36,72,59,67,52,83,54,3,11,311,45,108,18,29,15,48,5,47,28,10,8,18,16,0
Jaime,JAQUEZ JR.,Camarillo,CA,Camarillo HS,18,3,78,210,UCLA,1,4,0,-1,3,49,49,58,58,32,32,42,42,43,46,46,22,22,62,62,60,60,41,41,58,58,65,65,27,27,40,58,57,59,83,39,6,13,271,42,83,10,19,8,29,21,37,16,17,3,15,28,0
Chris,SMITH,Chicago,IL,Huntington Prep,20,2,81,210,UCLA,3,5,0,-1,4,47,47,61,61,86,86,37,37,37,44,44,28,28,28,28,46,46,36,36,49,49,45,45,22,22,52,57,66,49,86,44,5,13,347,49,111,38,42,8,26,13,44,24,14,5,25,29,0
Jalen,HILL,Corona,CA,Centennial HS,20,3,82,235,UCLA,2,24,0,-1,2,60,60,47,47,56,56,0,0,0,45,45,25,25,85,85,68,68,58,58,22,22,24,24,55,55,48,41,66,68,84,42,0,13,307,43,79,43,62,0,0,41,61,19,2,15,21,25,0
David,COLLINS,Youngstown,OH,First Love Christian Academy,21,3,75,208,South Florida,3,0,0,-1,4,60,60,52,52,47,47,45,45,45,37,37,26,26,20,20,35,35,25,25,52,52,57,57,15,15,38,66,75,43,95,35,5,12,352,61,126,48,76,12,37,8,31,22,25,3,38,37,0
Laquincy,RIDEAU,West Palm Beach,FL,Blanche Ely HS,23,3,73,209,South Florida,4,3,0,-1,5,63,63,44,44,21,21,48,48,51,46,46,42,42,24,24,39,39,25,25,55,55,62,62,11,11,35,70,54,42,96,41,4,13,425,65,170,22,49,17,62,13,44,53,35,3,49,44,0
Tray,JACKSON,Detroit,MI,Sunrise Christian HS,19,2,80,215,Missouri,1,2,0,-1,2,54,54,25,25,0,0,8,8,36,42,42,7,7,49,49,59,59,53,53,31,31,44,44,50,50,58,41,49,62,35,41,6,10,87,7,23,5,5,1,12,4,16,2,3,2,8,7,0
Mario,MCKINNEY JR.,St. Louis,MO,Vashon HS,18,3,74,185,Missouri,1,11,0,-1,4,59,59,24,24,0,0,0,0,8,48,48,6,6,18,18,27,27,28,28,42,42,39,39,12,12,83,65,58,42,50,54,5,5,47,5,15,5,5,0,2,2,5,2,0,0,3,3,0
Mark,SMITH,Edwardsville,IL,Edwardsville HS,20,3,76,220,Missouri,3,13,0,-1,4,36,36,72,72,62,62,76,76,90,47,47,15,15,16,16,51,51,32,32,48,48,43,43,5,5,68,59,55,52,97,49,5,12,360,45,102,22,30,30,74,6,53,8,13,0,17,21,0
Dru,SMITH,Evansville,IN,Reitz HS,22,3,75,200,Missouri,3,12,-1,-1,5,50,50,63,63,83,83,32,32,34,53,53,42,42,31,31,41,41,28,28,58,58,56,56,13,13,42,69,57,42,95,46,5,12,355,45,95,43,49,8,23,16,40,53,24,3,33,35,0
Nathan,HOOVER,Memphis,TN,Arlington HS,22,3,76,185,Wofford,4,10,0,-1,4,48,48,58,58,92,92,52,52,70,47,47,27,27,12,12,48,48,29,29,31,31,28,28,3,3,77,62,54,47,95,55,4,13,419,56,171,35,37,30,109,5,53,23,5,0,23,19,0
Storm,MURPHY,Middleton,WI,Middleton HS,20,2,71,180,Wofford,3,5,0,-1,5,36,36,81,81,93,93,85,85,83,60,60,30,30,11,11,26,26,18,18,40,40,36,36,6,6,68,79,44,33,97,57,5,12,362,63,115,19,20,32,60,4,22,27,8,1,24,21,0
John,MOONEY,Orlando,FL,Lake Brantley HS,22,4,81,242,Notre Dame,4,33,0,-1,2,58,58,45,45,33,33,43,43,45,53,53,25,25,63,63,78,78,62,62,34,34,34,34,34,34,60,41,49,75,94,50,4,12,383,69,152,27,49,14,41,38,124,24,12,7,12,24,0
T.J.,GIBBS,Scotch Plains,NJ,Seton Hall Preparatory School,22,3,75,194,Notre Dame,4,10,0,-1,5,37,37,63,63,81,81,71,71,78,76,76,40,40,17,17,29,29,22,22,49,49,43,43,5,5,72,68,45,36,97,67,4,13,427,51,144,26,30,32,84,9,31,48,15,1,14,22,0
Jhivvan,JACKSON,Bayamon,Puerto Rico,Trinity HS,21,2,72,170,Texas San Antonio,3,2,0,-1,5,77,77,56,56,71,71,56,56,67,50,50,31,31,18,18,49,49,26,26,45,45,46,46,14,14,35,84,64,44,100,40,5,13,413,119,279,58,69,45,137,10,61,28,21,4,36,43,3
Keaton,WALLACE,Dallas,TX,Richardson HS,20,3,75,185,Texas San Antonio,3,22,0,-1,5,58,58,53,53,71,71,52,52,64,62,62,40,40,19,19,40,40,27,27,53,53,48,48,16,16,59,75,57,40,100,56,5,13,417,69,181,47,56,27,89,11,48,48,23,5,27,29,0
Khalif,BATTLE,Edison,NJ,Trenton Catholic HS,18,2,77,175,Butler,1,4,0,-1,4,52,52,39,39,35,35,36,36,48,48,48,12,12,12,12,37,37,27,27,58,58,53,53,10,10,55,64,60,42,50,44,6,12,146,16,42,6,11,7,20,0,12,4,6,0,5,14,5
Kamar,BALDWIN,Winder,GA,Apalachee HS,22,3,73,195,Butler,4,3,0,-1,5,52,52,59,59,94,94,60,60,54,55,55,35,35,11,11,50,50,39,39,49,49,43,43,25,25,74,77,53,46,84,59,4,13,372,71,171,21,22,18,53,4,55,40,13,7,30,18,0
Trevelin,QUEEN,Baltimore,MD,New County HS,21,2,78,185,New Mexico State,4,21,0,-1,4,43,43,65,65,69,69,64,64,67,45,45,39,39,53,53,42,42,28,28,59,59,55,55,12,12,53,63,52,45,92,47,4,15,469,84,188,18,23,32,90,34,52,52,28,3,34,37,0
Jabari,RICE,Houston,TX,Fort Bend Marshall HS,21,1,76,165,New Mexico State,2,10,-1,-1,4,38,38,70,70,70,70,65,65,69,44,44,23,23,48,48,42,42,25,25,43,43,39,39,8,8,56,67,60,43,89,45,5,14,349,61,122,34,43,22,60,25,40,18,10,1,23,27,0
Jeff,DOWTIN,Upper Marlboro,MD,St. John's College HS,22,1,75,170,Rhode Island,4,11,0,-1,5,60,60,54,54,65,65,46,46,44,73,73,32,32,14,14,31,31,24,24,46,46,41,41,12,12,79,71,51,35,100,67,4,11,396,57,136,28,37,12,36,6,31,33,12,3,11,16,0
Fatts,RUSSELL,Philadelphia,PA,Imhotep Charter School,21,2,70,165,Rhode Island,3,1,0,-1,5,45,45,65,65,80,80,63,63,58,65,65,45,45,15,15,32,32,21,21,65,65,64,64,12,12,55,84,59,34,100,57,5,11,396,71,167,56,65,20,57,7,33,65,37,3,23,31,0
Cyril,LANGEVINE,East Orange,NJ,The Patrick School,22,3,80,225,Rhode Island,4,10,0,-1,2,56,56,28,28,24,24,0,0,0,38,38,22,22,78,78,73,73,51,51,25,25,33,33,50,50,44,39,62,70,87,37,4,11,325,45,92,29,60,0,0,42,79,16,9,16,35,29,0
Marreon,JACKSON,Cleveland,OH,Garfield Heights HS,21,3,72,175,Toledo,3,3,0,-1,5,48,48,61,61,66,66,59,59,70,51,51,55,55,20,20,36,36,20,20,61,61,56,56,2,2,64,81,61,37,100,57,5,13,427,66,174,58,76,31,99,11,40,79,27,0,42,27,0
Luke,KNAPKE,Maria Stein,OH,Marion Local HS,22,4,83,245,Toledo,4,30,0,-1,1,54,54,58,58,58,58,62,62,65,53,53,25,25,53,53,60,60,56,56,16,16,21,21,62,62,56,39,46,68,97,49,4,13,429,73,147,43,58,23,59,32,78,22,4,35,20,30,0
Willie,JACKSON,Cleveland,OH,Garfield Heights HS,22,3,78,215,Toledo,4,23,0,-1,3,50,50,43,43,54,54,0,0,0,42,42,32,32,74,74,85,85,58,58,37,37,37,37,28,28,57,51,60,73,95,46,4,13,420,54,117,36,53,0,0,42,115,30,11,7,36,30,0
Marcus,WATSON,Buford,GA,Buford HS,19,3,78,215,Oklahoma State,1,5,0,-1,4,43,43,41,41,50,50,38,38,53,45,45,12,12,29,29,36,36,33,33,27,27,31,31,15,15,75,77,56,64,50,50,6,10,39,47,112,27,38,15,45,14,30,20,6,2,14,20,0
Chris,HARRIS JR.,Dallas,TX,South Garland HS,19,3,75,200,Oklahoma State,1,2,0,-1,4,54,54,37,37,0,0,33,33,54,45,45,15,15,18,18,33,33,28,28,57,57,51,51,8,8,78,60,56,44,68,52,5,12,205,20,66,2,7,8,40,3,13,6,7,0,11,8,5
Avery,ANDERSON III,Justin,TX,Northwest HS,19,2,74,170,Oklahoma State,1,0,0,-1,5,61,61,42,42,66,66,7,7,18,48,48,25,25,17,17,51,51,31,31,61,61,65,65,16,16,40,72,57,44,58,40,5,12,173,16,51,16,21,1,12,3,27,18,13,2,21,23,0
Kalib,BOONE,Tulsa,OK,Memorial HS,19,2,81,205,Oklahoma State,1,22,0,-1,2,52,52,40,40,0,0,0,0,0,43,43,14,14,54,54,59,59,44,44,17,17,32,32,62,62,27,40,50,60,42,31,5,11,116,19,38,3,7,0,0,9,21,5,2,11,9,17,0
Lindy,WATERS,Norman,OK,Norman HS,22,3,78,210,Oklahoma State,4,21,0,-1,4,50,50,58,58,68,68,53,53,53,45,45,31,31,20,20,51,51,31,31,52,52,48,48,5,5,59,60,57,52,86,48,4,12,351,55,125,28,36,17,45,8,51,29,16,0,24,25,0
Isaac,LIKEKELE,Arlington,TX,Timberview HS,19,3,76,210,Oklahoma State,2,13,0,-1,5,69,69,58,58,63,63,14,14,15,62,62,40,40,17,17,48,48,35,35,63,63,60,60,13,13,78,70,58,46,100,64,5,8,237,37,63,29,39,2,6,5,35,39,21,2,15,9,0
Yor,ANEI,Overland Park,KS,Lee's Summit West HS,20,2,82,225,Oklahoma State,2,14,0,-1,2,60,60,45,45,59,59,0,0,0,45,45,12,12,54,54,58,58,45,45,23,23,36,36,64,64,12,42,68,62,76,25,5,12,257,44,81,45,60,0,0,21,47,5,9,29,12,39,0
Josh,PIERRE-LOUIS,Plainfield,NJ,Roselle Catholic HS,19,3,75,180,Temple,1,3,0,-1,5,65,65,40,40,0,0,36,36,50,52,52,25,25,16,16,32,32,22,22,67,67,60,60,6,6,61,74,47,36,54,50,5,10,134,20,49,5,8,8,25,2,9,14,8,0,13,11,0
Quinton,ROSE,Rochester,NY,Bishop Kearney HS,21,1,80,185,Temple,4,1,0,-1,4,61,61,52,52,73,73,37,37,38,46,46,37,37,20,20,59,59,41,41,71,71,64,64,21,21,65,66,73,52,91,52,6,12,373,56,155,48,59,11,48,7,53,48,21,4,25,23,5
Nate,PIERRE-LOUIS,Plainfield,NJ,Roselle Catholic HS,21,2,76,170,Temple,3,15,0,-1,5,61,61,43,43,43,43,29,29,36,62,62,36,36,37,37,79,79,46,46,64,64,58,58,23,23,68,69,72,58,97,59,0,12,361,44,106,39,65,7,33,20,90,40,27,6,22,21,0
Justinian,JESSUP,Longmont,CO,Longmont HS,21,3,78,202,Boise State,4,3,0,-1,4,43,43,68,68,89,89,73,73,81,51,51,28,28,17,17,40,40,38,38,53,53,47,47,31,31,71,60,60,46,100,54,4,14,503,73,180,24,26,43,110,10,52,30,22,10,20,27,0
Derrick,ALSTON JR.,Houston,TX,Strake Jesuit College Preparatory,20,2,80,185,Boise State,3,21,0,-1,4,55,55,71,71,76,76,72,72,71,39,39,37,37,16,16,54,54,38,38,31,31,28,28,14,14,74,68,74,51,100,53,5,14,490,94,206,76,91,36,93,9,73,49,6,4,46,24,0
Abu,KIGAB,St. Catherines,Canada,Prolific Prep,21,3,79,215,Boise State,3,24,0,-1,3,45,45,59,59,71,71,48,48,46,41,41,13,13,43,43,52,52,33,33,31,31,38,38,14,14,47,58,60,55,83,38,0,4,103,21,45,16,20,6,13,7,17,4,3,0,8,11,0
Eyassu,WORKU,Artesia,CA,Los Alamitos HS,21,2,74,170,UC Irvine,4,24,0,-1,5,36,36,57,57,56,56,80,80,69,66,66,46,46,14,14,35,35,24,24,56,56,48,48,8,8,77,74,49,37,81,66,4,15,415,62,155,27,39,25,54,7,37,61,19,2,24,19,0
Collin,WELP,Seattle,WA,Seattle Prep,19,3,81,235,UC Irvine,2,40,0,-1,2,60,60,57,57,66,66,58,58,56,44,44,29,29,47,47,64,64,51,51,26,26,31,31,36,36,49,44,47,66,85,43,5,15,357,79,157,31,39,21,46,23,74,27,8,7,25,29,0
Daquan,BRACEY,Baltimore,MD,St. Frances Academy,22,2,71,175,Louisiana Tech,4,4,0,-1,5,41,41,61,61,18,18,76,76,70,59,59,36,36,16,16,25,25,19,19,57,57,50,50,13,13,62,78,50,32,82,56,4,13,361,64,118,12,28,26,47,7,21,42,18,3,26,24,0
Kalob,LEDOUX,Port Barre,LA,Lafayette Christian Academy,22,3,75,190,Louisiana Tech,4,5,-1,-1,4,42,42,69,69,92,92,65,65,76,44,44,17,17,18,18,46,46,28,28,47,47,42,42,7,7,71,67,54,46,65,49,4,12,267,54,125,16,17,26,75,5,36,10,9,0,15,14,0
AJ,GREEN,Cedar Falls,IA,Cedar Falls HS,19,2,76,175,Northern Iowa,2,4,0,-1,5,47,47,63,63,84,84,62,62,67,53,53,38,38,8,8,36,36,23,23,40,40,36,36,2,2,74,79,48,37,100,58,5,13,421,75,191,41,46,31,94,3,39,43,10,0,37,21,0
Trae,BERHOW,Mayer,MN,Watertown-Mayer HS,20,2,77,195,Northern Iowa,3,11,0,-1,4,45,45,83,83,84,84,85,85,90,49,49,14,14,31,31,46,46,30,30,30,30,28,28,11,11,62,65,56,47,95,47,5,13,384,65,116,23,26,39,74,16,49,8,3,2,12,26,0
Tres,TINKLE,Missoula,MT,Hellgate HS,23,3,80,225,Oregon State,4,3,0,-1,3,56,56,73,73,63,63,85,85,72,46,46,37,37,34,34,65,65,50,50,56,56,54,54,39,39,57,60,66,62,96,49,3,12,392,85,158,48,65,27,55,16,71,50,24,10,27,28,0
Ethan,THOMPSON,Los Angeles,CA,Bishop Montgomery HS,20,2,77,190,Oregon State,3,5,0,-1,4,44,44,64,64,64,64,65,65,61,49,49,43,43,19,19,42,42,29,29,51,51,44,44,13,13,65,62,64,46,100,54,5,12,418,65,141,41,55,19,51,9,47,56,16,3,26,26,0
Kylor,KELLEY,Gervais,OR,Gervais HS,22,1,84,215,Oregon State,4,24,0,-1,2,62,62,47,47,56,56,0,0,1,46,46,15,15,42,42,44,44,53,53,16,16,24,24,78,78,45,40,71,54,76,39,4,12,312,50,83,40,55,0,1,17,38,8,3,52,16,27,0
Josh,AJAYI,El Monte,CA,Cheshire Academy,22,4,79,245,South Alabama,4,33,0,-1,2,69,69,66,66,70,70,26,26,23,46,46,23,23,58,58,60,60,52,52,29,29,31,31,44,44,61,45,54,66,85,47,4,13,375,74,121,45,57,5,15,29,63,21,7,10,22,23,0
Andre,FOX,Greenbelt,MD,Eleanor Roosevelt HS,23,3,75,190,South Alabama,4,22,-1,-1,4,41,41,63,63,78,78,65,65,68,45,45,23,23,14,14,29,29,25,25,49,49,43,43,14,14,72,65,62,38,89,51,3,13,392,63,158,39,46,27,74,5,27,21,14,3,24,20,0
Chad,LOTT,Shreveport,LA,Byrd HS,23,3,76,190,South Alabama,4,21,-1,-1,5,77,77,50,50,46,46,0,0,0,61,61,22,22,48,48,42,42,36,36,55,55,49,49,34,34,57,71,66,41,97,52,3,13,427,74,126,33,53,0,0,29,49,16,20,10,26,31,0
Isaiah,IHNEN,Doeblingen,Germany,IBA Munich,19,2,81,210,Minnesota,1,35,0,-1,2,52,52,21,21,0,0,23,23,61,48,48,13,13,46,46,50,50,49,49,28,28,39,39,53,53,61,41,48,56,33,46,5,7,57,4,10,2,2,3,8,2,5,4,1,2,3,4,0
Tre',WILLIAMS,Dallas,TX,Wasatch Academy,18,3,77,195,Minnesota,1,1,0,-1,4,49,49,33,33,0,0,47,47,64,44,44,20,20,22,22,40,40,33,33,50,50,49,49,19,19,50,59,62,46,62,42,5,12,185,12,45,6,10,9,29,4,18,14,6,2,15,20,0
Daniel,OTURU,Woodbury,MN,Cretin-Derham Hall HS,20,2,82,225,Minnesota,2,25,0,-1,1,65,65,61,61,54,54,22,22,22,40,40,18,18,74,74,77,77,58,58,17,17,28,28,67,67,43,41,46,73,100,37,5,12,380,89,136,36,51,5,17,44,96,14,7,38,42,34,0
Gabe,KALSCHEUR,Edina,MN,DeLaSalle HS,20,3,76,200,Minnesota,2,22,0,-1,4,42,42,68,68,64,64,71,71,83,47,47,22,22,14,14,27,27,22,22,51,51,47,47,11,11,47,61,55,39,100,42,5,12,385,58,140,18,24,35,93,5,24,18,17,2,20,35,0
Marcus,CARR,Toronto,Canada,Montverde Academy,20,3,74,200,Minnesota,2,5,-1,-1,5,60,60,50,50,52,52,50,50,53,56,56,58,58,23,23,48,48,28,28,39,39,37,37,5,5,56,72,54,45,100,56,5,12,429,60,160,41,62,17,59,13,55,86,11,1,37,32,0
Grant,RILLER,Orlando,FL,Ocoee HS,22,3,75,190,College of Charleston,4,1,0,-1,5,82,82,69,69,78,78,41,41,35,52,52,41,41,12,12,56,56,38,38,69,69,62,62,20,20,63,91,76,47,95,54,6,14,453,103,192,79,93,11,44,5,59,54,23,5,41,29,0
Jordan,LYONS,Peachtree City,GA,McIntosh HS,22,4,71,203,Furman,4,23,0,-1,4,48,48,70,70,85,85,64,64,75,45,45,33,33,9,9,27,27,20,20,52,52,45,45,3,3,77,69,61,39,95,55,4,15,482,82,194,60,67,40,117,4,31,37,20,0,32,22,0
Clay,MOUNCE,Mount Airy,NC,Mount Airy HS,20,3,79,200,Furman,3,45,0,-1,3,45,45,72,72,51,51,80,80,78,48,48,30,30,48,48,59,59,48,48,59,59,57,57,45,45,52,56,58,57,100,46,5,15,467,76,146,25,38,33,72,29,74,31,31,15,26,36,0
